anio;trimestre;provincia;media_bajada_mbps;adsl;cablemodem;fibra_optica;wireless;otras_tecnologias;total_tecnologia;512kbps;512kbps_1mbps;1mbps_6mbps;6mbps_10mbps;10mbps_20mbps;20mbps_30mbps;30mbps;otras_velocidades;total_velocidad;accesos_100_hogares
2020;3;Buenos Aires;48;653930;2384557;749087;94162;55541;3937277;37542;31514;1113823;23471;219772;194248;2085815;190853;3937277;67.66
2020;3;Capital Federal;64;170375;1129573;39417;3936;29374;1372675;2640;3120;162222;85083;68753;78028;977766;24700;1372675;107.68
2020;3;Catamarca;37;26868;3690;16857;2610;2228;49904;630;0;8276;8768;11195;5620;18886;20154;49904;47.16
2020;3;Chaco;31;45745;58825;20675;6706;2003;133954;3080;1120;24675;21639;27546;13751;38729;70194;133954;41.54
2020;3;Chubut;7;45761;39386;2897;23216;18767;130027;1580;1090;87559;22114;12217;2818;1110;30942;130027;68.34
2020;3;Cordoba;34;276360;430771;102217;48368;9756;867472;1680;3064;218599;124833;84236;63823;361021;110728;867472;75.22
2020;3;Corrientes;24;50858;58681;2960;5513;5379;123391;720;5270;35190;23315;25308;8615;25344;5002;123391;41.75
2020;3;Entre Rios;22;87892;106950;13954;20379;1232;241495;1300;2911;66648;51478;40797;14377;49395;150759;241495;58.19
2020;3;Formosa;18;21790;10003;2000;15023;3930;49209;3910;1510;23163;7432;7125;9910;8219;10737;49209;31.91
2020;3;Jujuy;22;32611;57682;11112;9520;4371;106728;550;1820;32131;10566;45198;2930;15238;30065;106728;54.04
2020;3;La Pampa;11;9015;56845;14677;11893;1305;93735;2930;8100;66695;782;5577;2189;6322;40029;93735;79.26
2020;3;La Rioja;12;17346;34984;1;2500;350;52616;210;10;37105;5955;466;1240;4748;200;52616;50.12
2020;3;Mendoza;10;91908;64672;32817;17523;8680;207788;580;400;141404;12123;42433;3448;8237;4500;207788;37.35
2020;3;Misiones;24;50195;77989;2572;3445;8985;143186;710;5240;39005;24215;25942;13663;30987;80779;143186;41.6
2020;3;Neuquen;31;30222;70446;11043;16787;7370;129235;2180;3270;60463;6561;5975;5449;49439;80300;129235;65.24
2020;3;Rio Negro;21;49530;40001;10381;13187;18368;131467;1140;4660;68986;3769;7096;3455;28488;190093;131467;57.05
2020;3;Salta;25;58216;84128;25445;5764;7293;180846;1290;5140;32780;64736;1599;7928;43773;140996;180846;52.32
2020;3;San Juan;6;40092;9223;5509;14023;848;77327;480;1940;65526;7110;6529;410;128;4015;77327;38.79
2020;3;San Luis;21;8401;10077;6;61828;36253;116565;1050;0;12199;3351;2666;61319;8;360917;116565;79.96
2020;3;Santa Cruz;7;12845;16098;1027;6938;2373;39281;660;0;26888;4015;673;6290;120;83300;39281;35.95
2020;3;Santa Fe;26;295051;405807;45721;37112;19307;802998;5680;1241;213353;199381;92095;58797;210562;270001;802998;72.12
2020;3;Santiago Del Estero;11;26419;70720;555;4185;3613;105492;1330;9090;33287;57418;4658;2920;3994;40801;105492;43.38
2020;3;Tierra Del Fuego;9;12854;26491;0;0;3100;39655;110;0;22094;5414;3726;4810;937;60992;39655;76.81
2020;3;Tucuman;35;149605;11752;59949;1808;7620;223876;520;970;45913;5461;33126;3246;84195;20637;223876;53.23
2020;2;Buenos Aires;46;661272;2244277;723072;91736;57189;3777546;37542;31606;1129236;241336;233132;188995;1894466;210233;3777546;65.22
2020;2;Capital Federal;60;178896;1106133;39482;3937;29373;1357821;2640;3120;166474;94585;79858;8016;935481;68700;1357821;106.41
2020;2;Catamarca;35;26968;3641;14878;2610;2228;47976;630;0;8801;869;10242;4260;16578;30176;47976;45.43
2020;2;Chaco;28;46816;56017;17266;6452;1581;128132;3080;9280;24350;2114;29044;12082;33311;60969;128132;39.83
2020;2;Chubut;8;45761;38279;1324;17678;5614;108656;1580;1090;69578;22188;10537;1473;614;30999;108656;57.34
2020;2;Cordoba;31;282858;415007;85818;44522;8263;836468;1680;4383;219025;125932;8953;63216;325243;80971;836468;72.71
2020;2;Corrientes;22;51248;55536;3144;3927;5011;118866;720;5270;34242;22845;25844;7898;22418;5002;118866;40.3
2020;2;Entre Rios;20;89391;99423;13954;20042;11303;234113;1300;3679;66758;5064;4209;12856;43391;140569;234113;56.54
2020;2;Formosa;17;21805;9353;1882;14723;1690;47932;3910;1510;23534;7109;6998;9610;7475;10313;47932;31.14
2020;2;Jujuy;16;32705;38938;5057;9520;16664;94316;550;1820;30548;10519;26829;2090;9417;160557;94316;47.89
2020;2;La Pampa;8;8551;54422;14232;11314;129;89809;2930;8100;71218;7531;38;1657;3377;10123;89809;76.1
2020;2;La Rioja;12;16885;34984;1;2500;350;52155;210;10;37375;5661;4686;730;4336;200;52155;49.84
2020;2;Mendoza;9;91904;62941;29613;15924;8020;201184;580;400;142253;12439;35274;3248;5422;2045;201184;36.25
2020;2;Misiones;23;50792;74497;2579;3319;9153;140340;710;5240;39867;23719;26445;12305;28763;80646;140340;40.89
2020;2;Neuquen;29;30256;67990;11037;15755;1134;126172;2180;3270;61171;6103;6625;5296;46432;0;126172;63.9
2020;2;Rio Negro;20;49756;39650;10382;11331;18367;129486;1140;4660;70817;3335;7498;3246;26953;170057;129486;56.37
2020;2;Salta;23;59502;81740;24289;5123;7108;177762;1290;5140;41801;64463;16989;7741;39594;60531;177762;51.58
2020;2;San Juan;6;40092;8275;5509;7019;8882;69777;480;1940;59113;9170;4908;400;127;4043;69777;35.09
2020;2;San Luis;21;8401;8357;6;60935;36253;113952;1050;0;11439;3585;1934;60889;8;350992;113952;78.41
2020;2;Santa Cruz;7;12845;16044;1027;6585;2368;38869;660;0;26938;4166;6541;5460;119;49300;38869;35.79
2020;2;Santa Fe;24;299974;381679;46698;30487;19094;777932;5680;2061;213054;198772;96575;57236;189473;200193;777932;70.0
2020;2;Santiago Del Estero;10;25917;72074;355;3038;4063;105447;1330;1779;32557;57709;5178;2470;3328;40516;105447;43.47
2020;2;Tierra Del Fuego;8;12854;26025;0;0;3100;39189;110;0;22325;5186;3034;3910;796;70446;39189;76.37
2020;2;Tucuman;33;150084;9833;55120;1357;7620;217156;520;970;49028;54537;34184;2246;74377;20635;217156;51.78
2020;1;Buenos Aires;45;673237;2210349;720688;85443;18334;3708051;38215;36802;1122034;236421;247977;20578;1802583;280935;3718747;64.33
2020;1;Capital Federal;59;184494;1097635;38898;3911;28556;1353494;2640;3120;169651;102254;89665;85899;906009;0;1354054;105.98
2020;1;Catamarca;29;21945;3146;12056;2610;2227;39635;630;0;8838;7543;9558;4080;10299;20151;38860;37.62
2020;1;Chaco;26;46356;54144;11958;6239;158;120277;3080;9280;23291;19976;29851;10416;28539;60917;120226;37.48
2020;1;Chubut;7;45763;27287;1324;16885;5479;96738;1580;1090;69586;12957;7756;124;614;405;96920;51.27
2020;1;Cordoba;29;286168;406109;68512;41617;8693;811099;1420;5128;217229;120188;95827;65733;296875;90802;810924;70.69
2020;1;Corrientes;21;51126;53231;2172;2437;5004;113970;720;5270;33479;21382;26679;7351;19467;4078;113737;38.73
2020;1;Entre Rios;19;90368;95434;13245;18737;14062;231846;1300;4081;72280;47132;41125;11988;39794;130762;230292;56.12
2020;1;Formosa;16;21068;8887;1800;1451;1690;46434;1127;3420;23761;65;6564;9640;6918;10000;46276;30.23
2020;1;Jujuy;14;32066;38938;3078;9420;16641;91665;550;1820;33120;9979;26693;1660;7349;160545;94089;46.67
2020;1;La Pampa;7;8553;53755;13821;11295;1802;89226;2930;8110;72740;7199;3029;1342;2113;10618;89145;75.77
2020;1;La Rioja;8;13076;34984;0;2510;290;48340;210;10;37209;5158;464;220;1294;0;48345;46.35
2020;1;Mendoza;8;91955;50251;28059;12465;7220;183452;580;400;140410;12285;17489;286;3818;0;176960;33.14
2020;1;Misiones;22;51458;69452;1220;4600;10962;133552;710;5240;36622;21271;26433;11581;26313;100885;133700;39.02
2020;1;Neuquen;28;29305;65951;11031;14711;7290;121727;2180;3270;60152;5257;7123;5399;43738;0;122214;61.85
2020;1;Rio Negro;19;47756;38479;10381;11222;18362;126200;1140;4660;69154;293;7857;3199;25488;170719;126927;55.12
2020;1;Salta;21;60426;75593;23025;4125;7212;170381;1290;5140;38537;63714;17991;8625;34744;60441;170695;49.6
2020;1;San Juan;6;40092;6448;5508;7082;5101;64231;480;1940;59787;1594;1292;400;127;40779;67861;32.39
2020;1;San Luis;21;8301;7612;5;58301;36333;110552;1050;0;11322;4164;5250;58258;5;360075;110454;76.31
2020;1;Santa Cruz;6;12845;15766;1026;6817;2368;38822;670;110;27447;4993;5169;5290;119;0;38335;35.97
2020;1;Santa Fe;22;302366;383673;35123;30488;19468;771118;6960;2994;217553;196826;10456;48448;173823;170656;762556;69.52
2020;1;Santiago Del Estero;10;24695;70424;200;2779;4657;102755;1330;1779;33086;56884;3737;1350;2799;40501;103054;42.47
2020;1;Tierra Del Fuego;7;12854;25632;0;0;3080;38794;110;10;22976;5024;1834;1960;518;70046;37606;76.07
2020;1;Tucuman;32;143184;10494;44687;1355;3470;200067;520;970;49555;50383;31096;173;67536;0;200449;47.85
2019;4;Buenos Aires;31;720011;2191672;669194;87111;18266;3686254;33489;27537;1177446;262297;247106;45257;1465133;200676;3686254;64.25
2019;4;Capital Federal;44;196938;1093143;35534;3914;28576;1358105;3070;150;177098;110218;110852;20581;753805;0;1358105;106.25
2019;4;Catamarca;25;22999;3318;9506;2610;2227;38311;630;0;9945;7619;9305;8040;7477;30098;38311;36.44
2019;4;Chaco;23;48661;53602;8831;5229;158;117903;830;0;25899;18959;30902;13516;21556;60988;117903;36.84
2019;4;Chubut;7;47045;26977;1324;15267;5489;96102;1580;40;69405;12945;7615;124;614;40121;96102;51.15
2019;4;Cordoba;26;296872;410038;53335;3775;8693;806688;1420;0;232781;118232;10933;114111;221742;10035;806688;70.48
2019;4;Corrientes;19;52525;51845;2002;2458;5004;113834;720;0;35055;2062;27367;9981;15744;40995;113834;38.77
2019;4;Entre Rios;17;92981;99206;12875;18561;15407;239030;470;0;88203;44511;42962;18976;30153;140178;239030;57.99
2019;4;Formosa;15;21567;8684;1760;14531;1690;46711;1127;1910;24606;6319;6788;1766;5671;24300;46711;30.47
2019;4;Jujuy;13;32949;37604;873;8140;16641;88881;550;0;32920;9632;26764;1020;5286;140122;88881;45.38
2019;4;La Pampa;7;15457;56854;4942;11341;1805;90399;2930;3130;76747;69;1951;1287;1342;10566;90399;76.92
2019;4;La Rioja;8;13738;34984;0;2510;290;49002;210;0;37846;5045;4763;220;1305;0;49002;47.14
2019;4;Mendoza;8;96678;49711;24989;13672;7300;185780;7460;90;145139;12955;15237;2165;2628;60901;185780;33.65
2019;4;Misiones;20;53116;69676;847;4410;11733;135813;710;0;39664;2084;27305;15626;20799;110508;135813;39.79
2019;4;Neuquen;26;29826;60970;10549;14246;8540;116445;2180;10;57370;4439;7357;12059;35001;0;116445;59.36
2019;4;Rio Negro;17;49747;37933;9658;11437;18365;127140;1140;0;71847;2797;8558;6968;19837;170019;127140;55.71
2019;4;Salta;19;63272;76062;21865;304;8206;172445;1490;10;42159;67656;15369;1417;25821;7012;172445;50.35
2019;4;San Juan;6;41360;6338;4931;7241;5104;64974;480;10;60626;1594;1292;400;127;10246;64974;32.85
2019;4;San Luis;21;8569;8027;6;55266;36333;108201;1050;0;11901;4164;5250;55216;3;360287;108201;74.92
2019;4;Santa Cruz;5;13264;15899;1036;68;2371;39370;670;0;32368;4346;2224;70;8;35000;39370;36.71
2019;4;Santa Fe;21;312072;382254;27464;26978;20401;769169;6980;0;230234;190664;113527;70998;135576;270472;769169;69.48
2019;4;Santiago Del Estero;10;24682;71239;200;281;4657;103588;1330;9080;34911;56309;3756;1050;2449;50017;103588;42.92
2019;4;Tierra Del Fuego;7;13261;26821;0;0;3100;40392;110;0;23593;505;1848;1390;1962;70789;40392;79.7
2019;4;Tucuman;30;146985;11012;39574;7250;3480;198644;550;0;54544;52017;28916;6405;56707;0;198644;47.65
2019;3;Buenos Aires;26;1277249;2144956;425386;85572;2707;3960233;23892;44648;1432722;222812;260506;483572;1246209;420294;3971683;69.36
2019;3;Capital Federal;39;300288;1080973;24900;3895;31155;1441211;1040;3680;269704;120924;138011;258591;655108;0;1442810;112.65
2019;3;Catamarca;9;24349;5543;13;2440;2251;32400;340;430;14449;9285;6333;720;15;20151;32382;30.88
2019;3;Chaco;20;50416;49156;8063;5224;1592;114451;690;1216;32764;28198;13336;12987;16740;60917;112227;35.85
2019;3;Chubut;7;37298;27090;1917;15149;7551;89005;740;8400;62680;13033;7171;124;614;405;90152;47.57
2019;3;Cordoba;23;307780;399231;30064;37277;8701;783053;830;5824;240151;106651;118486;146247;157546;70353;782341;68.59
2019;3;Corrientes;17;53344;50230;1888;2458;4839;112759;100;5970;42231;29628;10348;10388;12674;4078;110656;38.49
2019;3;Entre Rios;15;94947;96305;12888;1853;15432;238102;190;4446;99656;56161;17064;21216;22645;150107;236314;57.9
2019;3;Formosa;13;21777;8359;1476;14292;1620;46066;111;3490;24943;6049;7117;2262;4443;10000;46373;30.11
2019;3;Jujuy;12;33110;35742;274;8120;16638;86576;270;8850;31722;924;26835;560;3671;160545;88981;44.32
2019;3;La Pampa;6;19469;52941;4994;11462;1962;90828;2370;3289;75849;5922;1611;1359;941;10618;90826;77.45
2019;3;La Rioja;8;14390;34984;11;2510;410;49677;90;100;38657;4786;4887;220;1307;0;49678;47.94
2019;3;Mendoza;6;148640;54312;6865;12975;1545;224337;210;1269;206821;2958;10093;1263;349;0;222774;40.74
2019;3;Misiones;18;54493;65872;829;4190;1227;133883;470;1928;43530;29375;11256;16107;16650;120206;131099;39.33
2019;3;Neuquen;24;43347;60484;5560;13512;2518;125421;450;2258;62909;4586;9597;16923;28458;12200;124898;64.14
2019;3;Rio Negro;16;67478;37425;9739;10806;18847;144295;470;1234;87435;2348;9779;10176;15505;170719;144243;63.42
2019;3;Salta;15;65799;74329;733;158;9394;151835;490;9000;43160;6223;14309;11418;12357;70515;151938;44.48
2019;3;San Juan;6;51670;7425;1227;7241;5535;73098;220;1710;68315;2245;1267;410;128;40779;76968;37.06
2019;3;San Luis;20;13037;10561;350;62286;36466;122700;570;1000;18643;5113;4670;62242;5;360075;122702;85.23
2019;3;Santa Cruz;5;10663;17056;969;6544;2738;37970;280;840;31612;4472;1203;270;4;0;37430;35.63
2019;3;Santa Fe;18;319396;377171;18690;24269;21408;760934;6400;8184;242454;193286;107068;84325;97082;190537;752576;68.87
2019;3;Santiago Del Estero;9;24556;71198;219;2759;344;133132;390;1832;35554;55172;3612;860;1836;340501;132632;55.3
2019;3;Tierra Del Fuego;7;19790;26659;651;0;1487;48587;60;140;32133;4692;1756;820;226;90648;48557;96.46
2019;3;Tucuman;19;150918;12089;116;6840;3240;164131;160;1100;71043;47693;24354;8430;20385;0;164444;39.49
2019;2;Buenos Aires;22;1284658;2079900;382971;7524;32929;3855698;199768;46852;1436259;217785;438663;502275;985767;430438;3870807;67.85
2019;2;Capital Federal;30;309937;1061358;36082;3962;4281;1415620;740;1027;281370;124087;239691;296155;475991;0;1418395;110.55
2019;2;Catamarca;9;25682;5543;13;1460;2251;33635;340;430;16631;867;6049;340;10;20151;33622;32.13
2019;2;Chaco;16;50765;47448;4203;4727;1591;108734;690;1383;38488;26431;16789;15348;9904;10492;109904;34.14
2019;2;Chubut;6;37313;26338;1917;14443;7545;87556;660;3952;69032;10049;1495;740;165;405;89333;46.99
2019;2;Cordoba;18;314768;388254;23023;33847;15236;775128;810;8165;248427;100512;157458;170159;76053;80938;769793;68.07
2019;2;Corrientes;14;53835;47431;1701;2444;6138;111549;100;3012;40424;27774;13114;11928;7119;6008;109461;38.16
2019;2;Entre Rios;12;97081;91081;12764;17369;17529;235824;180;5905;100687;52316;23196;24221;10664;170206;234213;57.48
2019;2;Formosa;11;21916;8686;1382;14292;1620;46438;111;3490;26512;5399;8384;2639;2258;10000;46751;30.42
2019;2;Jujuy;12;33022;30742;274;8120;21857;86707;270;9400;26233;8441;267;270;2600;210765;86733;44.51
2019;2;La Pampa;5;19471;52101;4840;10789;3004;90205;2360;3289;75406;5191;1366;1445;629;20661;90223;77.08
2019;2;La Rioja;8;15014;34984;11;2510;410;50301;90;110;39819;4297;4857;130;1298;0;50304;48.7
2019;2;Mendoza;6;148673;54027;6865;12748;1544;223857;200;2522;205165;2971;10092;1256;234;0;222260;40.75
2019;2;Misiones;14;55373;64272;543;4210;12269;132878;470;2226;45769;27385;15408;18882;8129;120206;130052;39.15
2019;2;Neuquen;17;43420;59021;4983;12792;2737;122953;3020;3038;61776;4688;17318;2121;14132;42200;122886;63.08
2019;2;Rio Negro;12;67841;36527;4037;10485;19657;138547;3840;1354;86366;2201;10291;12407;6907;180519;138429;61.09
2019;2;Salta;13;68827;62343;725;121;9463;142568;490;9740;59638;36923;16961;14059;6461;70585;142650;41.89
2019;2;San Juan;6;51680;7425;1174;287;6876;70025;220;2130;60913;2177;7850;70;4;60119;70240;35.6
2019;2;San Luis;20;11130;10298;347;57242;38368;117385;570;1020;16575;4964;4670;57236;5;370977;117383;81.79
2019;2;Santa Cruz;6;10665;10257;379;6514;2735;30550;250;840;24861;3806;1202;280;4;0;30010;28.85
2019;2;Santa Fe;15;325420;355140;18236;2198;22708;743484;3210;8427;300124;125176;129741;100131;49865;220323;736108;67.42
2019;2;Santiago Del Estero;7;24393;64783;219;2759;346;126754;390;1832;63268;21362;3741;1080;1205;340501;126056;52.79
2019;2;Tierra Del Fuego;6;19790;25527;651;0;1486;47454;60;1230;41824;4241;1573;960;32;0;47895;94.8
2019;2;Tucuman;19;153121;12089;116;6840;3210;166331;160;1570;78891;44296;24291;6280;18394;0;166673;40.14
2019;1;Buenos Aires;20;1304507;2020730;336362;64867;20201;3746667;162513;72296;1429964;202511;576428;576859;705769;60369;3732709;66.24
2019;1;Capital Federal;25;328246;1030814;32281;3978;4281;1399600;740;7417;283787;131007;330122;365713;283463;0;1401583;109.2
2019;1;Catamarca;8;26912;4443;16;0;2251;33622;340;1708;18761;6443;5606;290;7;20151;34739;32.19
2019;1;Chaco;13;53409;43555;1951;3628;1134;103677;690;3801;38719;25632;18965;12393;6368;10035;106982;32.64
2019;1;Chubut;6;37302;23065;1923;14443;3045;79778;660;3938;71077;6571;7870;740;165;0;82678;43.0
2019;1;Cordoba;16;323272;363959;19902;24615;12367;744115;810;20403;242769;96997;200681;127965;50716;60806;746418;65.52
2019;1;Corrientes;12;55842;43444;1615;1528;580;102487;100;647;38402;26562;15498;9688;5029;0;101659;35.13
2019;1;Entre Rios;11;100999;90253;12723;16231;12241;232447;180;9217;107013;50068;28957;18146;7619;120142;233180;56.79
2019;1;Formosa;10;22570;7878;940;13761;620;45211;111;3023;23085;5301;9027;2099;1654;0;45299;29.68
2019;1;Jujuy;9;33248;12484;153;6400;43622;90147;270;2817;30727;7811;4021;300;1141;370162;83736;46.41
2019;1;La Pampa;5;18832;57373;2891;9023;1041;89160;2360;8327;70538;4466;1061;1354;405;69800;87085;76.35
2019;1;La Rioja;7;16367;34984;12;2520;410;51656;90;1169;40285;4088;5216;170;869;0;51653;50.18
2019;1;Mendoza;6;148524;40205;5662;10363;1544;206298;200;1786;205383;2837;5702;1110;140;0;215979;37.66
2019;1;Misiones;13;54898;59214;465;4260;7717;122720;470;5946;45266;2589;19111;16552;5167;70654;125633;36.26
2019;1;Neuquen;16;40747;55634;3114;1251;2372;114377;1328;3055;52360;1781;21452;17135;11026;60105;114242;58.88
2019;1;Rio Negro;10;68377;34124;3994;9736;4857;121088;3840;1583;84845;2037;13615;9567;5076;30719;120826;53.57
2019;1;Salta;10;74426;57933;647;1135;1879;136020;490;4232;59244;36473;2291;10861;2242;100;136012;40.1
2019;1;San Juan;6;51660;5838;808;2932;1207;62445;220;2290;62380;2660;5200;30;2;56000;63982;31.83
2019;1;San Luis;9;11108;7784;378;53097;23968;96335;570;1200;21380;53214;3450;60;2;230577;98701;67.34
2019;1;Santa Cruz;6;10659;4615;382;6514;2735;24905;250;1280;21990;2731;7020;260;4;0;25606;23.67
2019;1;Santa Fe;13;340038;340344;15621;23215;1786;737078;3330;2935;296798;122959;153212;74575;36502;180591;732320;66.97
2019;1;Santiago Del Estero;6;25337;61547;23;2847;990;89853;390;3372;62895;20691;3959;850;494;0;91535;37.52
2019;1;Tierra Del Fuego;6;19789;23549;1623;0;1486;46447;60;1310;38851;3623;6410;800;29;0;43361;93.38
2019;1;Tucuman;17;159215;11670;118;6780;3210;172002;160;5188;82240;42877;2621;8470;14839;0;172217;41.63
2018;4;Buenos Aires;17;1305576;1949637;296102;65477;19814;3636606;134673;73761;1422463;194426;577679;949093;265386;190125;3636606;64.6
2018;4;Capital Federal;23;328253;1019490;33042;3978;4257;1389020;740;7388;283281;143309;330496;437662;186810;0;1389020;108.27
2018;4;Catamarca;8;26912;4443;16;0;2212;33583;340;1669;17955;6425;5461;290;7;20003;33583;32.23
2018;4;Chaco;13;53409;43555;1940;3236;113;103270;690;3405;36437;25633;18965;12393;6368;0;103270;32.59
2018;4;Chubut;6;37215;23065;952;14443;3047;78722;660;3917;66061;6215;5310;6230;165;10144;78722;42.61
2018;4;Cordoba;16;328854;355716;17675;21851;13243;737339;810;24102;228475;97277;201639;128053;48809;80903;737339;65.09
2018;4;Corrientes;12;55842;42418;796;1515;300;100601;100;6438;37376;26562;15498;9688;5029;0;100601;34.57
2018;4;Entre Rios;11;101168;86198;4853;15472;14356;222047;180;8769;94780;50027;29002;18146;7612;130693;222047;54.37
2018;4;Formosa;10;22619;7880;887;13761;570;45204;111;3074;22962;5285;9027;2092;1654;0;45204;29.74
2018;4;Jujuy;9;33248;12484;153;6400;43608;90133;270;2803;30727;7811;4021;300;1141;430573;90133;46.53
2018;4;La Pampa;4;18832;55337;2685;7772;101;85636;2410;7727;70508;3661;9780;1328;270;92300;85636;73.49
2018;4;La Rioja;7;16367;34984;12;2520;360;51651;90;1164;40285;4088;5216;170;869;300;51651;50.35
2018;4;Mendoza;6;148524;40205;5665;10363;1547;206304;200;1463;197450;2494;4726;190;132;0;206304;37.76
2018;4;Misiones;12;55500;53673;465;4260;6209;116273;470;5981;43267;26019;19226;16566;5167;0;116273;34.45
2018;4;Neuquen;16;40747;55634;3115;12425;2444;114365;1328;3044;52313;1781;21452;17135;11025;60287;114365;59.07
2018;4;Rio Negro;10;68377;34292;1299;8037;4832;116837;3840;1225;83412;6430;1344;9569;5070;30094;116837;51.86
2018;4;Salta;10;74295;57539;638;2530;1853;134578;490;3659;58492;36365;2291;10861;2242;0;134578;39.8
2018;4;San Juan;6;51660;5838;806;2883;1211;62398;220;1465;59811;1800;3120;10;1;60600;62398;31.9
2018;4;San Luis;9;11108;7784;378;53097;23964;96331;570;1090;19164;53183;1190;620;2;230635;96331;67.55
2018;4;Santa Cruz;5;10659;4615;382;6378;2734;24768;250;1150;23107;7790;2060;10;4;53100;24768;23.69
2018;4;Santa Fe;13;335519;322782;14387;18705;28997;720390;3350;31397;276301;121009;152039;74432;36427;28045;720390;65.59
2018;4;Santiago Del Estero;6;25339;61243;23;2649;810;89335;390;325;61347;20127;3686;770;483;32600;89335;37.4
2018;4;Tierra Del Fuego;7;19789;23349;1623;0;1499;46260;60;270;29919;6323;9894;240;67;0;46260;93.59
2018;4;Tucuman;17;159215;11670;119;6860;3140;172004;160;5244;82089;42766;26111;8470;14839;9200;172004;41.76
2018;3;Buenos Aires;17;1435856;1929273;156382;62318;26448;3610277;9910;80459;1445733;190805;63609;897964;237248;1200464;3609754;64.44
2018;3;Capital Federal;22;334353;1009252;35694;3872;9319;1392490;730;8493;287919;147253;370677;41502;165055;0;1394490;108.45
2018;3;Catamarca;8;27553;4443;15;10;2214;34226;340;1994;18475;6358;532;340;7;20151;34373;32.92
2018;3;Chaco;13;53927;42359;1990;2628;1129;102033;700;3503;38729;24916;20335;11085;5667;10035;105340;32.28
2018;3;Chubut;6;58887;23065;1239;13817;6728;103736;670;3951;91096;6162;5310;6230;164;0;102594;56.39
2018;3;Cordoba;15;337620;342401;15785;19213;10839;725858;810;24767;224471;96372;221984;109333;39854;6049;723352;64.24
2018;3;Corrientes;11;56444;41300;212;1468;320;99456;110;6754;38364;24953;16601;8357;4419;0;99459;34.25
2018;3;Entre Rios;11;103318;83714;2403;15093;800;204608;180;9048;96095;45651;31353;15111;6786;0;204062;50.22
2018;3;Formosa;9;22777;7589;817;13625;570;44865;111;3365;22624;5259;9336;1729;1434;0;44857;29.58
