anio;trimestre;provincia;media_bajada_mbps;adsl;cablemodem;fibra_optica;wireless;otras_tecnologias;total_tecnologia;512kbps;512kbps_1mbps;1mbps_6mbps;6mbps_10mbps;10mbps_20mbps;20mbps_30mbps;30mbps;otras_velocidades;total_velocidad;accesos_100_hogares
2018;3;Jujuy;8;33363;10856;32;6410;430;44935;3450;302;29048;7756;4066;390;623;0;44897;23.26
2018;3;La Pampa;4;12415;54574;8437;7011;9870;83424;2420;8417;68507;3153;9200;1189;216;69800;83342;71.75
2018;3;La Rioja;6;16587;34984;13;2530;350;51872;90;1291;40647;4138;5425;200;339;0;51869;50.73
2018;3;Mendoza;6;151033;40205;5744;8195;1852;207029;200;1525;199297;2476;4727;270;129;0;208201;37.99
2018;3;Misiones;12;56290;50793;512;3910;560;108042;480;5749;39617;24747;21212;14674;4547;0;110594;32.1
2018;3;Neuquen;15;46602;54129;998;12277;2712;116718;1396;2244;55822;1647;23785;15218;9718;60105;115935;60.49
2018;3;Rio Negro;10;68590;33474;1252;5051;5125;113492;4090;5221;75929;5120;14912;847;4332;30719;113504;50.54
2018;3;Salta;9;76600;53980;678;2340;1391;132883;1160;3721;61795;32782;25582;9224;502;0;133722;39.43
2018;3;San Juan;6;54025;5838;826;2744;1048;64481;220;1326;62525;1800;3120;30;1;0;64369;33.05
2018;3;San Luis;9;11096;7784;368;52859;2314;74421;570;1090;19170;5294;1190;630;2;10902;74362;52.35
2018;3;Santa Cruz;5;18606;4574;585;6238;3996;33999;260;1160;32815;7780;2060;10;3;0;33945;32.73
2018;3;Santa Fe;12;339126;312866;11749;16337;15022;695100;4670;36786;269211;115907;162545;62479;31266;130911;692572;63.41
2018;3;Santiago Del Estero;6;25805;58789;23;1662;810;86360;410;255;60260;19116;3806;640;265;0;86102;36.25
2018;3;Tierra Del Fuego;6;19365;22649;1502;10;2047;45564;60;1870;41569;227;2310;240;13;0;44300;92.77
2018;3;Tucuman;15;161209;9280;110;2520;3150;171166;160;5993;81559;43282;27062;9410;12187;0;171040;41.68
2018;2;Buenos Aires;15;1450203;1807868;143626;71256;27746;3500699;1009;81354;1459443;295457;816056;536049;199589;1130357;3502314;62.78
2018;2;Capital Federal;19;342431;977916;35610;3908;9321;1369186;730;9234;290291;219166;445345;264805;142253;0;1371167;106.53
2018;2;Catamarca;8;27444;4415;15;10;2214;34089;340;2414;14624;6112;4347;360;6;605;34073;32.86
2018;2;Chaco;12;54134;40750;562;1946;1129;98521;700;2968;34167;24282;21887;9251;4630;10035;98290;31.25
2018;2;Chubut;5;58935;19591;1239;1407;6729;100564;670;4471;85598;5369;40;50;9;5001;100533;54.9
2018;2;Cordoba;14;345141;327636;13832;16355;10109;713073;810;21779;219630;102596;244291;78852;34950;8011;710289;63.27
2018;2;Corrientes;11;56541;39715;201;1468;320;97957;110;7047;38268;24066;17926;678;3862;0;97960;33.81
2018;2;Entre Rios;10;104811;80376;2405;12313;800;199985;180;8179;94459;4457;34281;12012;5920;0;199439;49.2
2018;2;Formosa;9;23543;7311;18;13625;570;44554;111;3568;22409;5176;9727;1313;1243;0;44546;29.43
2018;2;Jujuy;6;33571;10856;23;6400;430;45133;3450;332;29319;8083;3977;440;7;0;45095;23.43
2018;2;La Pampa;4;12416;53587;8420;7011;9870;82421;2440;8797;68083;2409;9650;9690;179;69800;82344;71.04
2018;2;La Rioja;6;16663;34984;13;2530;350;51948;90;1384;40679;4198;564;200;15;0;51945;50.98
2018;2;Mendoza;6;152938;36872;3084;6206;1852;200952;200;1658;164596;5150;2660;170;72;330788;200932;36.97
2018;2;Misiones;12;57265;47923;512;3910;560;106147;480;6092;39489;23569;23747;11888;3866;0;108699;31.63
2018;2;Neuquen;13;46633;52855;998;12649;2713;115848;1396;2408;56035;1314;26417;12442;8551;60105;114668;60.24
2018;2;Rio Negro;10;68667;32795;1252;4396;5125;112235;4090;5298;75056;5230;1648;6663;3725;30975;112129;50.15
2018;2;Salta;9;78386;53478;678;2340;1391;134167;1160;399;61763;33285;28431;7239;182;0;135006;39.94
2018;2;San Juan;6;54080;5068;826;3079;1048;64101;220;1378;57591;110;0;30;0;50068;64073;32.95
2018;2;San Luis;6;11104;7666;368;160;2314;21468;570;1010;11992;110;0;70;2;90284;21454;15.15
2018;2;Santa Cruz;5;18615;4474;585;6734;3997;34405;260;1200;28600;6550;1000;10;3;40267;33772;33.33
2018;2;Santa Fe;12;337934;304349;11354;15801;15114;684552;7440;34267;262603;112143;17554;50525;26512;220257;684591;62.57
2018;2;Santiago Del Estero;6;26074;55935;23;1662;810;83775;410;2717;41362;18721;3278;310;31;170589;83770;35.26
2018;2;Tierra Del Fuego;6;19372;22756;531;10;2047;44707;60;1880;40912;2217;750;0;0;10700;43505;91.61
2018;2;Tucuman;14;160315;8965;110;2520;3150;169957;160;6735;79899;44968;27059;1084;8784;10305;169850;41.51
2018;1;Buenos Aires;14;1452061;1793884;133928;64379;31194;3475446;1514;74766;1445752;292732;886678;480237;184203;1050818;3471700;62.63
2018;1;Capital Federal;18;349995;968483;35535;3164;9393;1366570;890;10039;292566;222737;487826;227953;127384;0;1368594;106.24
2018;1;Catamarca;8;27300;4415;15;10;2214;33945;340;2896;14770;6145;3539;410;4;605;33929;32.79
2018;1;Chaco;12;54879;40157;383;3880;113;96937;700;3261;32516;24488;23296;8219;3897;10035;96782;30.83
2018;1;Chubut;5;56375;19591;1194;1407;6729;97959;670;4314;83161;5358;40;50;9;5001;97928;53.72
2018;1;Cordoba;13;349342;326894;13178;13237;11275;713926;2810;23922;222815;1043;266259;57137;29228;100049;713991;63.52
2018;1;Corrientes;11;56937;35225;888;1334;330;94417;110;5005;37152;24038;19068;589;3256;0;94420;32.66
2018;1;Entre Rios;10;106998;75751;3789;10776;800;197394;180;8861;90080;45599;37401;9818;5071;0;196848;48.68
2018;1;Formosa;11;23556;7095;17;1603;570;32328;111;3803;10092;5117;10061;1091;1046;0;32320;21.4
2018;1;Jujuy;7;33856;10456;23;280;430;44406;3450;4807;27219;8044;3925;490;4;0;44393;23.12
2018;1;La Pampa;4;10807;51389;8386;10556;1926;83064;2450;8119;67104;1616;1076;6140;98;30503;82375;71.75
2018;1;La Rioja;6;16960;34984;13;2530;350;52245;90;1485;40680;4217;5831;190;1;0;52242;51.44
2018;1;Mendoza;6;152931;36872;3086;6206;1852;200947;200;1662;164599;5010;2660;190;72;330788;200927;37.07
2018;1;Misiones;12;56311;46880;328;50;560;103580;480;47;35820;23291;26223;10241;3219;0;103542;30.96
2018;1;Neuquen;12;46714;55072;1000;12404;2713;117903;1396;2367;59468;1311;29012;9709;7378;60105;116746;61.52
2018;1;Rio Negro;9;68769;31712;1251;4259;5128;111119;4090;5333;74894;5300;17997;4972;3129;30975;111239;49.82
2018;1;Salta;9;79936;51534;118;2040;1391;133183;1160;4459;60334;33088;30771;5145;88;0;134001;39.78
2018;1;San Juan;6;54080;5068;826;2246;1048;63268;220;1058;57078;110;0;30;0;50068;63240;32.61
2018;1;San Luis;6;11104;7594;368;160;2314;21396;570;1010;11920;110;0;70;2;90284;21382;15.15
2018;1;Santa Cruz;5;18615;4474;1799;6734;2783;34405;260;1200;28600;6550;1000;10;3;40267;33772;33.55
2018;1;Santa Fe;11;341997;300421;10674;11636;15298;680026;1359;33639;262008;108576;1889;39589;22801;230181;680053;62.28
2018;1;Santiago Del Estero;6;26788;54594;23;1432;810;82918;410;291;41298;18914;3449;330;2;170589;84236;34.99
2018;1;Tierra Del Fuego;6;19372;9663;531;10;2047;31614;60;3070;33987;20;0;0;0;10700;34409;65.2
2018;1;Tucuman;9;158611;8921;107;3680;500;168057;160;7472;78811;45675;26405;1218;7082;10305;167984;41.18
2017;4;Buenos Aires;13;1241172;1718013;131181;60082;31448;3181896;3865;55046;1551194;264645;712513;33514;151747;1140182;3188332;57.61
2017;4;Capital Federal;15;571363;961688;36277;3119;9877;1582324;3140;31411;517018;28404;45812;178396;114939;0;1584238;122.9
2017;4;Catamarca;8;27083;263;11;10;22;29558;340;3182;15315;5904;2927;430;2;20151;29558;28.62
2017;4;Chaco;12;55035;39690;389;3800;1121;96615;700;3432;37144;24088;20123;729;3289;10035;96471;30.81
2017;4;Chubut;5;56378;15097;1187;1407;6708;93440;670;4313;83676;5355;70;50;9;0;93432;51.46
2017;4;Cordoba;12;349710;324709;12778;12043;10739;709979;2910;25411;280837;102892;217602;40898;24251;80429;700611;63.33
2017;4;Corrientes;10;56786;34722;894;1334;350;93771;110;522;41080;23686;16046;5053;2675;0;93771;32.52
2017;4;Entre Rios;9;107764;73692;1894;10267;860;193703;1685;9078;95466;45189;3001;7958;4113;0;193499;47.89
2017;4;Formosa;10;23410;6973;19;1603;510;32056;111;4061;13220;4867;6996;9770;824;0;32055;21.27
2017;4;Jujuy;7;33844;9626;20;280;340;43552;3450;5364;26566;7721;3507;440;3;0;43550;22.74
2017;4;La Pampa;4;10808;50495;8272;10569;1927;82071;3100;8729;66053;1227;7920;3910;81;30503;81086;71.05
2017;4;La Rioja;6;16912;34984;14;2530;310;52194;90;1488;40777;4083;5813;220;3;0;52195;51.57
2017;4;Mendoza;6;152896;16114;3015;6206;192;180151;260;1656;177646;4380;2780;290;81;0;180154;33.33
2017;4;Misiones;11;56271;47470;95;50;540;103895;1053;39;41723;23131;22262;9091;2735;0;103895;31.14
2017;4;Neuquen;11;46739;54119;1017;12404;2692;116971;1396;2372;68036;1325;22781;7528;6300;60105;115843;61.24
2017;4;Rio Negro;8;68690;30451;1250;4259;5114;109764;4090;5598;81078;4850;12502;3447;2440;30719;109678;49.38
2017;4;Salta;8;80705;50446;127;1580;1376;132812;6360;4275;73284;32842;18968;3559;84;0;133648;39.8
2017;4;San Juan;6;54079;451;812;2246;1036;58624;220;1062;57525;90;0;20;2;0;58622;30.3
2017;4;San Luis;6;11104;1119;335;170;2329;14904;590;1010;12822;80;0;10;7;10902;14900;10.59
2017;4;Santa Cruz;5;18614;1668;582;4638;395;29452;680;780;29073;6550;1000;10;3;0;29978;28.91
2017;4;Santa Fe;10;341680;293831;10602;10965;15382;672460;3109;34132;309998;108939;151329;30736;19602;140119;671964;61.71
2017;4;Santiago Del Estero;6;27313;40407;19;1025;800;68844;410;3091;43544;18773;3359;320;2;0;68842;29.13
2017;4;Tierra Del Fuego;5;19372;6906;530;10;2045;28854;60;3100;31334;20;0;0;0;0;31652;59.89
2017;4;Tucuman;9;156583;5223;105;1020;3190;162332;1050;8164;78750;45241;24318;1303;4367;0;162248;39.9
2017;3;Buenos Aires;8;1288025;1571180;124920;35058;38777;3057960;6577;51411;1733479;311652;676137;140812;108400;0;3028468;55.63
2017;3;Capital Federal;11;583249;941092;33481;2814;9723;1570359;2830;33924;590689;311411;4263;120675;91917;0;1575199;121.86
2017;3;Catamarca;5;26873;4411;12;10;2181;33478;520;3204;15383;5758;2563;500;1;0;27011;32.49
2017;3;Chaco;8;54888;37307;456;360;1072;93759;950;3496;40059;23008;20307;3827;2004;0;92796;29.98
2017;3;Chubut;3;56359;5645;1217;13503;682;83544;4360;3989;71843;2336;30;0;0;0;78607;46.22
2017;3;Cordoba;9;344580;319360;10579;7137;14988;696644;3270;26154;309161;100113;189302;38131;16741;0;679929;62.31
2017;3;Corrientes;7;56247;33993;947;1334;270;92548;240;5629;44305;22785;15576;2635;1607;0;92561;32.17
2017;3;Entre Rios;7;107774;69596;1786;6245;630;185464;1691;7545;98032;42947;29011;3878;2397;0;185501;45.96
2017;3;Formosa;7;22647;6816;428;2202;120;32105;1063;3716;13752;5187;6056;8990;459;0;31132;21.35
2017;3;Jujuy;5;33796;9395;20;230;80;43242;3370;5723;26835;7369;2962;410;2;0;43269;22.65
2017;3;La Pampa;3;11378;49679;5153;11536;1944;79690;3430;8244;64794;8550;5880;3270;51;0;75202;69.14
2017;3;La Rioja;5;16638;34984;14;2520;250;51913;160;1497;40882;3899;5604;230;3;0;51924;51.47
2017;3;Mendoza;4;154036;33788;2772;290;1866;192491;320;950;158461;1150;670;290;19;0;158818;35.7
2017;3;Misiones;8;56472;43880;110;50;90;100476;1058;4123;42900;22808;23913;3843;1881;0;100526;30.21
2017;3;Neuquen;8;48001;52468;1044;11576;2695;115784;2036;1457;72532;1034;20213;7067;4937;0;109276;60.83
2017;3;Rio Negro;5;69301;30018;1106;3054;4017;107496;4220;5641;83900;3060;10116;2965;1659;0;105009;48.52
2017;3;Salta;6;80782;50284;127;1580;1167;132518;6450;4494;78830;32433;1462;2315;63;0;133400;39.84
2017;3;San Juan;3;54499;5068;816;1053;1013;62449;310;1077;57582;10;0;20;2;0;58695;32.37
2017;3;San Luis;4;11407;7576;347;260;2363;21719;630;30;12325;70;0;10;7;0;12406;15.48
2017;3;Santa Cruz;4;19220;5487;1544;4552;2887;33690;1880;230;29102;5420;660;330;1;0;29955;33.29
2017;3;Santa Fe;8;322953;290655;6338;4897;37499;662342;3116;34019;320017;104453;125339;24536;12982;0;624462;60.91
2017;3;Santiago Del Estero;5;27733;54096;19;9110;350;82794;690;3288;40435;18489;3047;300;2;0;65360;35.12
2017;3;Tierra Del Fuego;3;21587;7012;622;10;2244;31466;90;2970;33858;0;0;0;0;0;34164;65.74
2017;3;Tucuman;6;154130;6431;106;400;3050;161012;1090;8948;83070;45302;20514;1361;655;0;159959;39.7
2017;2;Buenos Aires;7;1378549;1535037;119132;21555;24358;3078631;7548;47472;1910156;299009;573298;93059;46178;0;2976720;56.27
2017;2;Capital Federal;9;615262;932466;38628;2819;11016;1600191;5560;35663;726223;30497;378571;80234;37977;0;1564194;124.06
2017;2;Catamarca;5;26401;255;14;10;340;26705;150;3318;15655;5325;2342;470;1;0;26703;25.98
2017;2;Chaco;8;54449;35613;458;520;390;90611;1910;3733;42590;22349;18044;3157;545;0;90609;29.05
2017;2;Chubut;3;43994;1067;916;13194;4804;63975;4030;4186;73760;188;0;0;0;0;80229;35.55
2017;2;Cordoba;7;341748;303488;4451;6446;1505;657638;2510;26862;370865;88479;146683;20351;5069;0;658560;58.97
2017;2;Corrientes;7;55262;33192;258;1354;310;90097;150;5912;46483;21776;13043;2218;647;0;90094;31.39
2017;2;Entre Rios;6;108309;67650;254;6448;710;182732;168;7944;104422;418;23524;2604;823;0;182797;45.39
2017;2;Formosa;6;22493;6410;17;1023;130;29956;1486;3419;14787;4795;4583;7490;139;0;29958;19.97
2017;2;Jujuy;5;33742;8858;22;0;350;42657;3110;5877;26915;6974;2538;420;1;0;42658;22.4
2017;2;La Pampa;3;12754;48310;5194;6253;5110;73022;3560;8633;59045;5580;3360;2440;21;0;69193;63.49
2017;2;La Rioja;6;16244;0;15;20;280;16289;90;1554;9304;3599;1796;240;2;0;16288;16.2
2017;2;Mendoza;4;153331;13030;2581;270;1784;170753;1090;240;177203;920;500;50;22;0;177505;31.76
2017;2;Misiones;8;56752;42925;103;50;90;99794;1011;4447;47244;22033;21599;2892;570;0;99796;30.09
2017;2;Neuquen;7;51794;50283;1133;11545;2678;117433;1542;1395;81272;8490;18051;4774;1703;0;109586;61.91
2017;2;Rio Negro;5;67038;29147;961;3213;126;101619;9730;5606;88085;2450;799;1921;559;0;105379;46.02
2017;2;Salta;6;80184;27280;115;1580;8040;108541;5940;4719;67576;23185;11333;1068;76;0;108551;32.74
2017;2;San Juan;3;48670;451;772;1073;9150;51881;150;1930;58588;0;0;0;4;0;58800;26.96
2017;2;San Luis;4;11432;1120;354;260;3750;13307;80;40;14014;0;0;10;2;0;14029;9.51
2017;2;Santa Cruz;4;15311;2722;1365;4735;2255;26388;1880;240;30913;5410;660;330;0;0;31765;26.25
2017;2;Santa Fe;7;329813;228102;3234;4958;1173;567280;4967;38721;311830;92854;97563;16794;4275;0;567004;52.27
2017;2;Santiago Del Estero;5;28337;3900;19;9110;290;33196;260;3539;20384;6432;2802;160;0;0;33199;14.12
2017;2;Tierra Del Fuego;3;22636;6905;665;10;235;32557;160;2850;35409;0;0;0;0;0;35710;68.46
2017;2;Tucuman;6;149013;5223;116;140;450;154411;960;9236;83342;42536;17788;1371;21;0;154390;38.19
2017;1;Buenos Aires;7;1559178;1465817;118839;212;24342;3189376;6017;83918;2057698;402315;52354;90937;22299;0;3186724;58.57
2017;1;Capital Federal;8;428801;918328;38259;273;10928;1399046;5100;1409;678922;218487;277195;66536;19881;0;1262940;108.37
2017;1;Catamarca;5;26020;248;14;10;340;26317;150;3328;15861;4901;2161;490;0;0;26315;25.66
2017;1;Chaco;7;54430;34277;252;520;390;89050;1910;3835;44544;21467;15671;3025;314;0;89047;28.62
2017;1;Chubut;3;43994;999;916;13194;4793;63896;4010;4182;73759;1808;0;0;0;0;80150;35.66
2017;1;Cordoba;7;335673;293479;4871;5782;1394;641199;500;28732;391556;82011;118643;19035;2071;0;642098;57.65
2017;1;Corrientes;6;54993;31994;236;1354;310;88608;150;604;48149;20586;11468;2044;303;0;88605;30.94
2017;1;Entre Rios;6;108509;65095;230;6448;710;180353;168;808;108379;39146;20562;2254;317;0;180418;44.91
2017;1;Formosa;6;22438;6215;16;1023;130;29705;1535;3538;15473;4446;4058;6350;22;0;29707;19.84
2017;1;Jujuy;4;33869;9278;22;0;340;43203;3300;6213;27824;6486;2306;440;0;0;43203;22.76
2017;1;La Pampa;3;12754;47195;5194;6253;5170;71913;3620;9279;57739;3310;1920;1650;11;0;68079;62.67
2017;1;La Rioja;5;16180;0;15;20;280;16225;90;1578;9486;3409;1718;220;2;0;16224;16.2
2017;1;Mendoza;4;153326;13030;2581;270;1769;170733;1060;150;177201;860;500;50;22;0;177485;31.84
2017;1;Misiones;7;57363;40142;101;50;80;97619;101;4665;45950;23847;19356;2627;166;0;97621;29.52
2017;1;Neuquen;6;51771;48109;1124;11665;267;115339;1547;1418;83813;9020;1513;4223;458;0;107491;61.02
2017;1;Rio Negro;4;67075;28785;954;3213;1261;101288;9860;5647;89622;2460;6738;1594;200;0;105033;46.03
2017;1;Salta;5;79837;26845;114;1580;6790;107633;5790;4861;70922;21554;9386;2670;74;0;107643;32.58
2017;1;San Juan;3;48670;451;772;1073;9070;51873;80;1920;58588;0;0;0;4;0;58792;27.04
2017;1;San Luis;4;11432;1120;354;260;3750;13307;80;40;14014;0;0;10;2;0;14029;9.55
2017;1;Santa Cruz;4;15502;2722;1272;4733;2257;26486;1900;230;31078;4740;680;300;0;0;31863;26.52
2017;1;Santa Fe;6;327458;226094;3210;4948;1172;562882;4966;39463;340418;77152;83008;15775;1831;0;562613;51.97
2017;1;Santiago Del Estero;5;29616;3900;19;9110;290;34475;260;3772;21659;6218;2786;170;0;0;34478;14.7
2017;1;Tierra Del Fuego;3;22636;6905;665;10;235;32557;160;2850;35409;0;0;0;0;0;35710;68.92
2017;1;Tucuman;6;147373;5223;116;140;450;152771;960;9682;86470;39155;15951;1383;13;0;152750;37.9
2016;4;Buenos Aires;6;1563542;1414676;118747;21394;24342;3142701;6055;86281;2085605;403575;467398;72348;17279;0;3138541;61.24
2016;4;Capital Federal;8;434835;914952;38161;2583;10928;1401459;5170;1477;704324;225723;264582;53506;16756;0;1266885;120.63
2016;4;Catamarca;5;26735;250;14;10;340;27034;150;3478;16519;4889;2077;540;0;0;27032;26.54
2016;4;Chaco;7;54974;33534;248;520;390;88847;1910;3983;45634;21323;14887;2586;250;0;88854;28.79
2016;4;Chubut;3;43994;955;916;13107;4793;63765;4010;4493;73951;1352;0;0;0;0;80197;36.07
2016;4;Cordoba;6;337368;289344;3368;5686;7890;636555;500;2938;404645;77966;108368;15458;1606;0;637473;57.7
2016;4;Corrientes;6;54981;31497;233;1354;310;88096;150;6109;48995;20187;10908;1645;234;0;88093;30.98
2016;4;Entre Rios;6;109359;64141;226;6448;710;180245;168;8253;110296;38491;19509;1801;280;0;180310;45.21
2016;4;Formosa;6;22400;6061;16;1023;130;29513;1573;3519;15791;4114;3855;6490;17;0;29518;19.85
2016;4;Jujuy;4;33838;8731;22;0;340;42625;3030;6225;27778;6143;2134;430;0;0;42626;22.65
2016;4;La Pampa;3;12754;47245;5054;6253;5220;71828;3680;9789;56694;160;3350;1320;11;0;67345;63.02
2016;4;La Rioja;5;16270;0;16;20;280;16316;90;1646;9635;3334;1675;130;3;0;16315;16.46
2016;4;Mendoza;4;153320;13030;2579;270;1769;170725;1140;160;177194;790;490;50;20;0;177477;32.11
2016;4;Misiones;7;57983;39294;100;50;80;97390;101;4783;47454;23433;18371;2215;126;0;97392;29.72
2016;4;Neuquen;6;51742;46389;1124;1191;267;113835;1539;1406;84859;7920;14153;3073;271;0;106093;60.87
2016;4;Rio Negro;4;67057;28474;954;3274;1261;101020;9980;2953;92967;2480;6317;1174;122;0;104779;46.39
2016;4;Salta;5;79389;26657;110;1580;6210;106935;5770;5027;71636;20787;8611;2390;70;0;106947;32.69
2016;4;San Juan;3;48670;451;772;1121;9070;51921;80;2200;58608;0;0;0;4;0;58840;27.29
2016;4;San Luis;4;11432;1120;354;260;3750;13307;80;40;14014;0;0;10;2;0;14029;9.64
2016;4;Santa Cruz;4;15607;2722;1055;4823;2257;26464;1890;230;31369;3420;800;100;0;0;32013;27.05
2016;4;Santa Fe;6;326721;225792;3201;4946;1172;561832;4966;40102;349722;74401;77667;13155;1529;0;561542;52.19
2016;4;Santiago Del Estero;5;30192;3900;19;9110;290;35051;260;3925;22246;6178;2664;150;0;0;35054;15.07
2016;4;Tierra Del Fuego;3;22636;6905;665;10;235;32557;160;2850;35409;0;0;0;0;0;35710;70.31
2016;4;Tucuman;6;146995;4482;116;140;450;151652;960;10021;87994;37721;14389;14;10;0;151631;37.98
2016;3;Buenos Aires;6;1574216;1355770;113463;18867;24276;3086592;5856;107945;2148475;39353;399116;529;13318;0;3121140;60.14
2016;3;Capital Federal;7;447726;905105;36796;2514;10963;1403104;3310;9950;759028;208249;240856;38341;13886;0;1261686;120.77
2016;3;Catamarca;5;26689;248;14;10;180;26970;150;4038;16183;4845;1853;500;0;0;26984;26.48
2016;3;Chaco;7;56251;32730;232;20;150;89230;1900;5227;46821;21193;13746;2022;217;0;89416;28.91
2016;3;Chubut;3;43987;935;916;13364;475;63952;4660;519;74375;6740;0;0;0;0;80705;36.18
2016;3;Cordoba;6;348481;285480;2540;5695;3950;642591;480;41329;415075;75988;99225;11691;1322;0;644678;58.24
2016;3;Corrientes;6;55934;30813;217;1354;220;88340;150;7425;49471;19956;10006;1263;210;0;88346;31.07
2016;3;Entre Rios;6;112588;61850;206;6441;640;181149;1768;10657;110844;38665;17737;1307;248;0;181226;45.44
2016;3;Formosa;5;21800;5905;9;0;20;27716;1723;4277;15581;3964;3658;6480;10;0;29861;18.64
2016;3;Jujuy;4;34250;8236;22;0;300;42538;2860;6878;27425;5943;1978;310;0;0;42541;22.61
2016;3;La Pampa;3;12751;45952;4910;6236;5150;70364;3740;10187;55792;150;2240;1140;11;0;66717;61.73
2016;3;La Rioja;5;16891;0;15;20;220;16930;90;2349;9686;3316;1562;110;2;0;16935;17.07
2016;3;Mendoza;4;153233;13030;2576;280;1757;170624;370;100;178186;730;480;50;17;0;178376;32.09
2016;3;Misiones;7;59776;38130;79;50;70;97997;101;603;48871;23394;17043;1559;91;0;97998;29.91
2016;3;Neuquen;5;51752;44739;1093;12402;2617;112603;1531;1527;87404;6800;12541;2118;225;0;106026;60.21
2016;3;Rio Negro;4;67043;28496;942;3293;1252;101026;1007;6026;90689;2070;5953;7900;99;0;104771;46.39
2016;3;Salta;5;80866;26113;90;1570;5650;107791;1107;6922;71214;20229;8099;1970;50;0;107818;32.96
2016;3;San Juan;3;48670;451;770;1174;9030;51968;80;2450;58577;0;0;0;2;0;58832;27.32
2016;3;San Luis;4;11432;1113;354;230;3710;13293;70;40;14077;0;0;10;2;0;14091;9.63
2016;3;Santa Cruz;4;15570;2722;817;4978;217;26257;1890;220;31904;2210;520;90;0;0;32397;26.84
2016;3;Santa Fe;6;334911;223011;3037;4862;119;567011;3958;49501;360606;72657;69864;1021;1308;0;568104;52.67
2016;3;Santiago Del Estero;5;31730;3900;19;30;80;35660;260;5097;22747;6216;2497;90;0;0;36592;15.33
2016;3;Tierra Del Fuego;3;22636;6276;665;10;2347;31925;160;2850;35080;0;0;0;0;0;35381;68.94
2016;3;Tucuman;6;147259;3850;116;530;410;151319;1270;12247;87970;36518;1315;1288;4;0;151304;37.9
2016;2;Buenos Aires;5;1579448;1305949;113070;21163;25661;3045291;10786;133385;2250898;335296;334723;31494;11933;0;3108515;59.34
2016;2;Capital Federal;7;450644;892209;36669;239;12672;1394584;4352;1736;859039;146091;21301;19597;13477;0;1257302;120.04
2016;2;Catamarca;4;26262;245;14;10;340;26556;150;5736;14742;4567;1496;470;1;0;26604;26.07
2016;2;Chaco;6;56112;31825;221;520;410;88251;1970;8063;45823;20346;1209;1571;201;0;88291;28.59
2016;2;Chubut;3;43977;867;916;13293;4803;63856;5720;5421;73078;7750;0;0;0;0;79846;36.12
2016;2;Cordoba;6;348891;277615;1709;561;1089;634914;2580;5705;437547;7198;82618;8355;1242;0;659050;57.55
2016;2;Corrientes;6;55511;29845;203;1354;430;86956;410;10018;47916;192;8851;8030;191;0;87020;30.58
2016;2;Entre Rios;5;112809;58768;169;6434;1930;178373;4734;16368;115000;36917;15522;8490;205;0;189595;44.74
2016;2;Formosa;5;22101;5658;6;1023;140;28802;1675;5401;14370;3569;3218;5930;10;0;28836;19.37
2016;2;Jujuy;4;33758;7374;22;0;350;41189;2561;8292;25301;5589;175;30;0;0;43496;21.89
